#OTU ID	W1_CLT_1	W1_CLT_2	W1_CLT_3	W1_CLT_4	W1_CLT_5	W1_DSS_1	W1_DSS_2	W1_DSS_3	W1_DSS_4	W1_DSS_5	W1_LbGP_1	W1_LbGP_2	W1_LbGP_3	W1_LbGP_4	W1_LbGP_5	W2_CLT_1	W2_CLT_2	W2_CLT_3	W2_CLT_4	W2_CLT_5	W2_DSS_1	W2_DSS_2	W2_DSS_3	W2_DSS_4	W2_DSS_5	W2_LbGP_1	W2_LbGP_2	W2_LbGP_3	W2_LbGP_4	W2_LbGP_5	W3_CLT_1	W3_CLT_2	W3_CLT_3	W3_CLT_4	W3_CLT_5	W3_DSS_1	W3_DSS_2	W3_DSS_3	W3_DSS_4	W3_DSS_5	W3_LbGP_1	W3_LbGP_2	W3_LbGP_3	W3_LbGP_4	W3_LbGP_5
ASV_7587	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	2	5	0	1	1	0	3	1
ASV_4843	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3239	4	20	139	112	7	2	1	0	1	49	4	10	1	1	1	89	76	18	6	8	0	0	0	2	5	1	23	228	15	148	6	24	40	12	0	2	2	8	107	1	46	23	55	49	49
ASV_10769	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	41	0	2	0	0	0	0	0	1	1	3	1	0	0	16	3	0	0	1	2	0	1	0	0	1	44	76	0	0
ASV_626	4	3	4	13	4	9	207	157	608	82	686	331	145	44	85	14	2	19	9	17	128	68	95	34	49	19	21	49	18	18	0	1	4	4	3	131	8	2	3	92	3	2	0	0	1
ASV_5566	8	18	41	48	27	0	1	4	0	8	1	7	1	2	0	15	7	34	11	62	0	1	0	0	9	9	7	1	10	11	12	3	44	39	23	1	37	40	30	0	40	22	20	45	14
ASV_3639	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1
ASV_1544	2	1	0	4	3	0	0	0	0	0	0	1	0	0	1	2	5	0	3	3	0	0	0	0	6	4	2	0	1	0	2	3	3	3	2	0	1	0	1	0	13	18	2	2	1
ASV_2108	10	71	432	10	442	0	1	5	1	4	2	0	5	6	2	33	12	21	2	33	4	3	1	3	1	5	38	0	5	0	197	48	209	4	12	7	1	14	36	4	52	28	46	11	3
ASV_2307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	1
ASV_7110	1	5	59	2	8	1	0	0	0	0	0	4	0	1	0	0	5	0	0	0	0	1	1	0	1	14	3	0	2	0	0	1	5	5	4	0	1	274	0	1	1	7	243	2	195
ASV_519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0
ASV_8701	1	1	11	9	1	0	1	3	0	0	0	0	0	2	0	3	3	0	12	3	0	0	0	0	2	4	7	8	5	9	3	1	16	23	5	0	4	18	1	0	1	9	10	5	4
ASV_10023	1	1	2	0	0	0	1	0	7	1	0	6	1	0	1	0	14	1	0	25	2	1	3	5	1	5	1	1	6	4	2	1	5	5	0	0	0	0	0	0	3	2	1	24	18
ASV_1674	2	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0
ASV_3307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9327	5	3	4	3	10	8	0	23	0	4	5	13	2	48	0	6	13	0	9	0	0	0	0	0	7	17	4	0	2	6	5	32	4	14	7	2	19	23	1	2	37	34	67	33	28
ASV_6318	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4
ASV_5783	7	0	3	0	0	25	36	0	22	25	0	1	0	0	2	4	1	8	7	1	1	1	4	2	2	24	17	90	9	78	3	16	6	6	5	320	14	30	14	336	9	21	290	51	150
ASV_6196	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	3	0	1	0	0	0	0	0	2	0	0	0	0
ASV_607	3	7	3	296	4	24	240	11	312	237	218	399	224	70	152	40	0	116	13	154	31	280	82	403	339	188	28	102	41	51	6	9	19	5	30	437	16	3	210	274	16	7	9	4	19
ASV_9887	1	2	2	0	0	5	2	0	4	2	3	0	1	0	1	2	6	1	5	5	2	0	0	2	0	0	0	1	0	7	0	27	5	0	0	3	3	0	2	3	4	1	7	2	3
ASV_1851	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_10141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1582	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_5840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_302	1	1	0	0	0	1	0	1	4	0	2	5	4	1	4	0	0	0	0	0	8	4	5	4	2	2	1	2	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	3	1
ASV_66	1	0	0	2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
ASV_4648	2	14	3	20	54	0	4	0	1	0	15	4	8	3	2	4	1	2	20	1	0	0	0	0	1	1	13	9	1	10	2	1	0	14	12	15	70	37	4	25	15	7	0	5	3
ASV_1084	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	2	2	0	3	0	0	1	2	0	0
ASV_8580	4	0	0	0	0	0	0	3	0	0	0	0	1	0	0	43	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	1	5	47	5	0	0	0	0	0	124	23	3	3	2
ASV_4620	8	1	17	8	9	0	1	0	0	2	1	26	4	27	9	4	131	1	14	0	1	1	1	1	5	8	5	19	3	25	49	146	62	23	7	4	7	12	2	2	21	17	12	14	8
ASV_1623	5	34	90	121	33	1	2	104	3	47	7	1	2	1	1	69	21	48	149	61	1	0	1	1	68	104	94	95	54	90	5	24	45	37	83	0	23	20	309	2	24	58	26	30	24
ASV_911	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0
ASV_3791	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ASV_3970	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11349	2	1	5	15	2	0	5	0	2	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	0	1	4	0	5	0	0	1	1	1	24	10	3	1	3	1	12	1	12
ASV_3746	1	6	3	1	1	2	0	75	0	0	2	3	0	0	1	4	2	5	1	9	0	0	0	0	0	535	215	123	39	38	0	0	0	0	1	0	2	0	10	0	4	0	0	8	0
ASV_6467	1	1	0	2	0	288	1	1	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_4530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ASV_1014	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	2	1
ASV_2016	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_1427	2	2	1	8	0	0	0	4	0	2	0	0	0	1	0	0	2	4	5	2	0	0	0	0	0	0	2	4	3	2	0	0	6	1	2	0	0	0	1	0	10	5	2	1	1
ASV_3893	4	0	6	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	1	0	0	0	4	0	1	0	1
ASV_3089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0
ASV_2892	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6823	10	40	142	10	15	1	1	5	1	0	1	1	1	1	0	9	12	25	1	34	0	0	0	2	1	1	2	1	0	0	2	8	22	2	1	0	0	0	0	0	0	0	0	0	1
ASV_10768	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	4	1	0	0	0	0	0	1	1	0	0	0	0	0	3	8	0	0	1	3	0	0	0	1	1	1	1
ASV_1116	1	0	0	0	0	2	0	1	0	0	1	0	0	0	2	1	0	0	0	0	3	1	5	3	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0
ASV_1901	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2	2	2
ASV_389	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	1	0
ASV_12380	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	10	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	4	2	3	0	1	20	43	0	1
ASV_3808	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_9586	2	0	0	3	0	0	0	0	10	1	0	11	2	0	1	2	11	1	1	27	2	2	1	1	4	6	1	1	10	1	2	1	5	2	0	1	0	0	0	0	0	1	2	25	15
ASV_4054	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV_2844	3	1	5	0	8	0	0	0	0	1	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2394	3	0	0	2	2	0	1	1	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	8	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	2
ASV_3031	1	1	1	3	4	0	2	0	7	1	1	1	1	3	1	87	1	245	0	429	2	1	0	3	9	2	2	2	9	1	0	0	48	4	437	1	5	0	1	1	2	13	1	1	2
ASV_2162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_7286	2	117	12	0	36	1	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	1	0	0	25	0	0	0	1	0	0	0
ASV_2342	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
ASV_2169	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0
ASV_1500	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ASV_679	2	1	0	0	2	0	0	0	0	2	0	1	0	3	0	0	0	2	0	1	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	1
ASV_2598	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_9987	8	11	6	0	6	0	0	0	1	2	1	0	2	4	3	20	4	6	30	6	0	0	0	0	1	7	10	9	3	5	0	5	11	3	2	1	10	1	5	1	14	22	11	9	2
ASV_2384	1	0	2	3	1	61	193	7	123	124	5	32	1	0	6	4	2	2	6	0	15	16	1	7	221	76	79	126	193	177	1	1	0	0	3	3	1	0	2	3	2	0	1	6	0
ASV_2075	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	2	2	0	1	0
ASV_11640	3	6	2	1	7	1	0	1	0	0	30	21	2	2	1	3	32	19	1	2	0	0	0	0	0	1	2	12	0	14	2	1	12	13	0	10	23	0	1	0	12	12	19	9	15
ASV_862	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	5	1	1	0	7	4	2	4	2
ASV_1615	1	7	7	5	13	602	374	165	364	308	459	938	71	420	92	10	80	7	12	15	0	0	0	0	0	170	64	25	30	24	0	0	3	3	1	4	52	42	4	1	5	5	29	3	3
ASV_2624	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_529	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	1	1	0	3	0	0	0	0	1	1	1	1	1	0	0	0	1	1	3	0	0	0	2	0	1	0	0	0	0	5
ASV_2180	2	2	0	0	4	0	0	1	0	2	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
ASV_324	1	2	1	2	0	0	0	0	0	0	3	0	0	1	0	2	0	0	3	0	0	0	0	0	0	1	1	5	1	1	2	0	0	2	0	3	0	0	0	0	1	0	0	0	3
ASV_6576	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_1243	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	2	0	0	1	1	0	0	1	0	1
ASV_572	8	18	17	19	20	7	14	17	28	11	33	41	11	9	9	49	7	54	37	66	11	9	8	12	848	4760	1586	35	2970	39	7	8	18	19	18	908	17	26	278	514	135	57	25	73	27
ASV_2576	2	0	5	3	0	0	0	1	1	4	1	0	0	3	0	5	2	2	3	3	0	0	1	0	10	3	2	0	10	1	3	0	13	7	8	0	0	2	5	0	6	8	1	0	1
ASV_6180	6	4	125	30	1	25	6	1	6	2	2	0	1	0	2	0	2	23	3	15	0	1	0	0	7	0	0	0	0	1	0	0	39	0	2	11	0	0	14	0	0	1	2	0	5
ASV_56	1	0	0	0	0	1	3	38	6	1	4	26	16	13	13	2	0	2	0	2	25	32	18	22	40	1	2	7	3	6	0	0	1	1	0	1	1	0	2	2	1	0	0	2	3
ASV_10464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8420	6	0	2	1	8	6	0	18	2	1	0	1	1	1	1	9	4	2	0	0	0	0	0	0	1	3	0	0	10	0	0	6	20	43	1	0	76	1	51	0	1	0	15	2	4
ASV_11518	2	0	3	21	1	6	0	0	0	12	26	3	1	6	3	25	1	21	1	34	0	0	0	0	0	1	28	20	1	22	0	0	42	2	1	0	0	0	2	1	0	2	2	19	2
ASV_6171	5	4	10	6	3	2	0	0	0	1	0	0	0	1	0	10	11	9	20	10	0	0	0	0	0	0	5	5	0	4	10	79	14	30	19	0	44	15	11	2	6	29	44	7	15
ASV_4	1	0	0	0	0	0	0	4	1	3	1	1	1	2	1	4	0	0	0	1	1	2	5	1	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0
ASV_6350	2	1	4	0	0	0	27	5	34	0	0	0	0	0	1	0	0	0	0	0	28	12	44	43	2	2	0	0	0	0	1	0	0	1	1	13	0	2	1	53	0	3	0	2	0
ASV_722	1	1	0	3	0	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	4	0	1	0	4	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0
ASV_9995	5	3	1	3	3	19	28	3	38	0	79	22	333	463	373	2	2	10	1	5	1	3	12	19	0	4	1	3	3	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ASV_6198	1	24	4	5	14	1	0	0	0	0	0	2	0	0	0	11	0	5	3	6	0	0	0	2	0	6	5	3	0	8	22	36	19	90	7	1	116	3	1	0	3	5	6	3	5
ASV_5005	2	0	0	0	0	0	0	6	0	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
ASV_1971	2	0	0	0	1	0	0	4	0	4	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	2	2	0	4	2
ASV_10615	1	4	5	0	1	2	0	1	0	0	2	2	1	3	0	5	1	7	6	21	0	0	1	0	2	1	3	3	1	6	0	0	8	0	10	0	0	3	26	0	3	0	5	5	10
ASV_1123	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	2	2	3	1	1	1	1
ASV_3035	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	5	0	1	5	2	6	2	3
ASV_445	1	0	0	2	0	1	1	0	2	0	0	0	1	1	1	2	0	3	5	1	0	0	0	0	1	9	3	0	0	0	2	10	1	1	0	0	0	1	0	0	1	1	3	5	3
ASV_5877	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11796	2	199	9	0	20	5	0	0	0	0	0	1	0	0	0	5	2	5	4	6	0	1	0	0	1	2	0	0	0	4	33	20	25	49	32	0	148	2	0	2	0	1	0	7	1
ASV_10337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3204	2	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	2	0	9	5	1	1	1
ASV_8805	2	7	8	0	12	0	0	0	1	0	0	0	0	0	0	1	70	2	0	3	0	0	0	0	0	0	0	0	1	0	9	17	39	14	7	1	0	0	0	0	0	0	0	0	0
ASV_4011	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_707	1	0	3	4	0	0	0	0	0	2	0	4	0	1	0	2	1	7	4	2	0	0	1	0	1	0	5	0	1	0	2	0	10	4	11	0	1	0	17	0	10	12	15	9	2
ASV_669	1	6	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	2	0	0	0	0	0	0	1	0	3	7	0	0	5	0	2	0	5	14	2	0	16	8	7	4	9
ASV_9153	2	4	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	12	6	42	0	1	63	3	0	0	0	0	0	3	1
ASV_2322	1	1	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ASV_3706	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_257	1	0	0	0	0	0	0	8	0	0	0	4	3	0	5	0	0	0	0	0	6	8	8	10	8	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ASV_1904	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_6819	1	22	6	4	11	0	0	0	0	4	0	0	1	0	0	15	1	7	11	11	0	1	0	1	1	4	2	5	1	2	17	33	22	86	11	0	98	4	1	0	2	5	6	6	2
ASV_52	2	0	0	0	0	19	24	1	18	0	2	3	0	5	3	0	0	5	0	1	2	1	2	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV_634	6	2	1	3	1	0	0	0	0	0	0	0	0	0	0	6	1	3	2	0	0	0	0	0	1	1	0	1	0	0	3	1	5	3	5	0	0	0	0	0	1	3	5	0	0
ASV_7946	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1551	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	2	0	0	0	0	1	0	1	2	1	2	1	3	0	2	1	3	1	1	0	0	1	1	0	2	6
ASV_1636	3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
ASV_8978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_2183	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_2797	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_5756	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_678	4	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	3	0	2	0
ASV_4766	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	1	1	0	0	1	0	0	0	0
ASV_3642	1	108	9	5	42	1	0	1	0	0	0	1	2	1	0	59	1	160	9	212	1	0	0	0	0	10	6	6	7	6	40	7	2	89	59	1	163	34	1	0	4	11	0	9	0
ASV_2787	1	0	0	1	0	0	0	3	1	1	0	0	2	2	0	1	0	0	0	0	0	2	0	3	5	1	4	4	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ASV_501	15	4	13	6	0	1	0	0	1	0	1	0	0	1	0	17	2	6	4	3	1	0	0	0	0	0	2	0	0	0	2	8	11	14	27	0	0	2	2	0	2	7	5	2	0
ASV_644	4	0	2	1	0	0	0	0	0	1	0	2	0	0	0	4	0	4	4	4	0	0	0	0	0	3	6	0	1	0	2	2	16	3	11	1	6	1	12	0	24	13	10	16	2
ASV_4153	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	2	0	0	2	0	0	3	3	2	0	4
ASV_2300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	2	0	2
ASV_1298	3	3	4	0	4	1	0	3	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	2	0	6	0	0	0	1	0	0	2	0	0	5	0	0	0	0	1	1	5	6
ASV_2208	9	87	108	32	11	1	0	43	1	14	1	1	4	2	9	132	53	139	146	161	1	4	0	1	2	127	69	17	57	16	38	132	89	68	128	0	114	70	96	0	191	247	152	121	102
ASV_12198	1	1	1	2	0	3	3	2	12	1	34	6	107	169	115	0	0	3	1	3	0	0	9	5	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10767	2	1	3	0	1	0	0	0	0	0	0	0	1	1	0	3	3	6	11	7	0	0	0	0	0	1	2	0	0	4	7	4	10	23	4	0	6	1	0	1	0	1	6	2	1
ASV_5050	1	10	4	12	3	14	0	5	1	14	0	48	3	70	0	9	31	39	44	75	2	1	0	0	0	16	26	80	8	68	17	50	65	73	30	0	46	5	13	0	1	20	18	50	44
ASV_1869	1	4	0	0	2	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0
ASV_6942	1	61	1	26	17	0	0	0	0	0	0	0	1	0	0	78	0	11	6	0	1	0	0	2	0	6	0	1	0	2	29	8	1	0	5	1	6	293	1	3	1	2	1	1	3
ASV_1714	2	42	41	3	30	0	0	7	2	2	1	0	5	2	1	70	232	5	38	1	0	0	1	1	1	104	280	69	20	17	15	1	0	0	0	3	58	9	3	2	41	45	67	42	22
ASV_42	9	21	9	3	0	4	6	2	2	0	15	0	1	7	4	17	25	0	9	5	0	1	0	5	0	5	5	10	0	6	2	28	5	19	1	4	4	7	1	0	4	0	5	10	9
ASV_735	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	8	0	0	0	0	0	0	0	0	0	0	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0
ASV_10016	1	8	11	0	7	0	0	1	0	0	0	0	0	0	0	6	57	0	0	4	0	0	0	0	0	0	1	0	0	0	3	9	32	7	4	0	0	0	1	0	0	0	0	0	2
ASV_6409	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12661	4	9	24	0	23	1	1	0	0	2	1	1	0	0	0	12	89	5	2	6	0	0	0	0	0	1	1	0	0	0	14	7	31	8	7	0	0	0	0	0	0	0	0	0	0
